cpf,saldo_antes_da_operacao,saldo_depois_da_operacao,valor_da_movimentacao,status,motivo_da_movimentacao,horario_movimentacao
183.452.907-79,7243.671430721327,5304.800301495967,1938.87112922536,completed,transferencia,2023-01-16 01:22:47
624.973.018-40,7852.694612300697,6595.615481216352,1257.0791310843451,completed,deposito,2023-09-13 06:08:16
280.451.739-04,4120.692967009366,1313.9268715657104,2806.7660954436556,completed,saque,2023-02-16 05:44:33
328.465.907-29,3682.422180832287,3639.76179141454,42.660389417747155,completed,,2023-07-25 00:05:56
093.274.186-03,19116.713740671446,9937.906568956974,9178.807171714472,completed,transferencia,2023-10-23 17:40:40
278.496.153-28,10473.80944683714,5428.685334030415,5045.124112806725,completed,deposito,2023-03-16 12:24:03
206.435.918-42,7506.915963221939,7101.807151666023,405.1088115559161,completed,pagamento,2023-06-24 15:51:33
024.895.317-60,3108.6794408287624,1911.5132802050894,1197.166160623673,completed,deposito,2023-07-04 21:31:33
496.537.280-83,6648.400322837954,5398.751775996443,1249.6485468415108,completed,,2023-01-08 23:00:02
743.682.059-10,371.80434001859567,291.1830148436452,80.62132517495046,completed,saque,2023-07-31 11:25:50
489.612.503-70,8440.96033997568,8440.96033997568,9881.201861469492,denied,pagamento,2023-05-02 23:11:09
537.420.168-90,2452.203116037971,2086.6448319104497,365.5582841275215,completed,pagamento,2023-01-07 20:21:28
279.641.308-03,4730.795509705014,4378.961080365945,351.834429339069,completed,deposito,2023-01-29 23:29:13
617.340.589-00,4413.511802100534,4352.365050320992,61.14675177954191,completed,,2023-05-16 10:04:48
836.021.479-40,4757.431977140625,4136.085744665091,621.3462324755346,completed,,2023-01-27 13:27:18
769.214.358-73,7136.945120176111,5948.066234643935,1188.8788855321761,completed,deposito,2023-07-31 15:45:28
683.451.279-91,5650.284157271528,5650.284157271528,7839.836761260502,denied,deposito,2023-06-04 18:31:53
859.301.742-88,6502.815018833615,5277.280210499144,1225.5348083344707,completed,saque,2023-06-18 14:33:48
967.205.438-65,213.00117653800143,213.00117653800143,953.759953779655,denied,saque,2023-05-31 12:21:37
482.731.905-79,1902.659556582409,1192.8890038440204,709.7705527383888,completed,pagamento,2023-04-02 09:08:30
894.735.602-65,7340.60502018206,6349.025533540213,991.5794866418474,completed,,2023-05-15 08:39:22
807.526.431-26,6143.597023224068,4497.307634219651,1646.2893890044168,completed,pagamento,2023-07-19 04:20:40
194.825.607-01,3115.6190654662764,3115.6190654662764,5534.053598386946,denied,transferencia,2023-08-08 05:26:42
194.825.607-01,14689.02217414858,14194.293072694218,494.72910145436344,completed,deposito,2023-06-04 19:02:28
012.476.398-78,571.384130213216,43.41526263004323,527.9688675831728,completed,,2023-06-08 19:33:06
126.035.849-60,1956.7389664190973,1884.8362306887313,71.90273573036605,completed,transferencia,2023-09-28 18:05:28
206.435.918-42,4491.647094512354,3352.0097036544275,1139.6373908579262,completed,,2023-07-23 09:38:27
328.159.046-24,20413.992459425557,14657.591661485429,5756.400797940129,completed,pagamento,2023-10-08 10:16:40
769.214.358-73,7228.845667985968,5555.219816930085,1673.625851055884,completed,saque,2023-03-10 13:33:09
206.435.918-42,5485.674420666643,5246.25137545931,239.4230452073324,completed,saque,2023-08-23 03:38:14
732.805.149-32,5428.545872515754,4930.324989578165,498.22088293758935,completed,pagamento,2023-02-19 17:16:03
310.264.587-90,9038.625227398894,3911.0765155352346,5127.548711863659,completed,,2023-06-27 17:53:30
149.735.280-05,24609.919942131914,14952.540094285869,9657.379847846045,completed,deposito,2023-07-11 10:08:45
926.847.103-50,5327.795781871293,4297.372079803521,1030.4237020677722,completed,saque,2023-06-08 03:30:41
395.268.014-15,12060.703596769701,3862.005066942522,8198.69852982718,completed,pagamento,2023-07-12 00:06:08
029.457.361-52,5701.085264945713,4735.207743914573,965.8775210311396,completed,saque,2023-06-04 14:18:38
367.589.042-29,6154.697680518966,3037.2287742121607,3117.4689063068054,completed,deposito,2023-04-29 23:46:53
037.296.581-40,2917.412430695261,2731.8040051322205,185.60842556304027,completed,pagamento,2023-09-19 08:43:10
370.128.569-12,9742.278406172763,1892.8694673121536,7849.40893886061,completed,deposito,2023-09-24 18:56:08
326.914.850-05,3758.8444235003085,2051.479386671099,1707.3650368292094,completed,pagamento,2023-04-02 01:09:32
916.082.743-22,6944.080821852446,6859.9507399231825,84.13008192926375,completed,saque,2023-06-01 10:03:06
024.895.317-60,3566.660442410377,2865.5323826270987,701.1280597832786,completed,saque,2023-04-30 10:46:54
267.349.801-03,19313.51399656461,14656.652166222595,4656.8618303420135,completed,,2023-06-27 17:52:22
235.081.467-07,6054.92698509529,4620.522677906703,1434.4043071885867,completed,,2023-04-28 00:58:49
318.276.059-95,1665.342578158131,849.7810709657359,815.561507192395,completed,pagamento,2023-07-18 06:44:20
543.879.062-00,8453.99652040057,81.20550875720437,8372.791011643365,completed,saque,2023-04-15 12:31:31
729.354.801-04,610.3711078761573,610.3711078761573,757.3809951572485,denied,,2023-08-01 04:06:45
693.487.152-91,11281.009423104932,10581.94319634093,699.0662267640024,completed,pagamento,2023-05-02 12:03:11
670.493.852-47,11874.014633579185,2320.000130474833,9554.014503104352,completed,transferencia,2023-07-10 12:30:08
764.925.318-09,2319.6272284778347,644.8897823696811,1674.7374461081536,completed,pagamento,2023-08-23 01:05:11
026.517.948-30,2405.0496926474957,1947.1670574193165,457.88263522817914,completed,transferencia,2023-05-31 05:55:48
534.167.829-09,3881.696969208942,3180.342120301899,701.3548489070429,completed,transferencia,2023-07-06 11:38:38
501.946.387-66,22110.350914302937,17324.27626877666,4786.074645526279,completed,transferencia,2023-01-12 16:23:00
501.946.387-66,7495.5505562185945,2806.4373848263685,4689.113171392226,completed,,2023-07-27 13:51:53
507.941.236-43,2314.062068672436,1744.5406721079771,569.5213965644588,completed,,2023-10-18 21:13:55
591.270.486-67,18225.987605138904,14060.514314468892,4165.473290670011,completed,,2023-09-09 00:13:03
570.923.164-99,1573.4346586262684,1322.8981406197856,250.53651800648282,completed,,2023-03-03 01:25:29
769.214.358-73,2482.108347197529,1732.1273913209538,749.9809558765752,completed,pagamento,2023-09-15 00:19:43
289.310.574-23,2093.659020825612,1413.0912139586649,680.5678068669471,completed,pagamento,2023-03-15 21:20:17
235.081.467-07,2605.3946917886597,2571.5345992096454,33.86009257901432,completed,transferencia,2023-09-29 09:56:36
842.613.579-09,23162.059358496277,22985.229030089962,176.8303284063156,completed,transferencia,2023-01-07 18:20:55
126.035.849-60,3184.759646207257,2297.4150186445368,887.3446275627203,completed,saque,2023-09-02 14:28:04
910.324.687-69,7233.40290216714,6534.121248160633,699.2816540065082,completed,saque,2023-03-25 22:26:26
604.982.135-60,23546.84481241514,13972.98112425063,9573.86368816451,completed,deposito,2023-06-08 04:35:00
183.452.907-79,3201.8404260033517,1853.9339747073004,1347.9064512960513,completed,deposito,2023-09-24 14:51:43
864.539.210-06,3531.7378437930156,2671.8948607151115,859.8429830779041,completed,deposito,2023-01-22 01:13:38
960.347.825-38,3641.2429078658633,3488.8901266774865,152.352781188377,completed,pagamento,2023-06-18 15:57:42
076.894.523-29,14110.40850668393,8163.406589535905,5947.001917148025,completed,,2023-02-19 03:47:02
253.814.690-98,668.4475926345114,550.9579777311,117.48961490341135,completed,deposito,2023-03-21 22:45:58
812.456.079-01,7995.824178988089,7995.824178988089,8841.54993345598,denied,saque,2023-05-29 11:22:28
328.159.046-24,5668.918190485232,5668.918190485232,7235.1735896783875,denied,deposito,2023-02-12 07:26:55
149.735.280-05,19748.80067331954,15921.217885735763,3827.5827875837767,completed,transferencia,2023-04-03 12:31:59
613.985.024-05,2425.2786777315296,2239.212868967554,186.0658087639755,completed,transferencia,2023-09-06 12:26:28
045.193.862-33,2640.25970359934,881.1752126362487,1759.0844909630912,completed,deposito,2023-03-29 03:39:29
870.459.362-65,650.496757073585,650.496757073585,899.657819737296,denied,,2023-06-03 07:31:47
573.491.826-19,4121.60316944949,4121.60316944949,4129.10596425731,denied,pagamento,2023-08-01 00:31:33
378.950.126-30,1160.4496072778322,249.00997427762672,911.4396330002055,completed,pagamento,2023-04-09 06:27:27
859.301.742-88,2811.495283279583,1635.0100997561478,1176.4851835234351,completed,saque,2023-07-17 18:35:05
738.951.240-79,3148.356093080715,2335.7451467768497,812.6109463038653,completed,transferencia,2023-10-13 04:18:51
706.853.419-84,4498.088027543295,2510.462731887766,1987.6252956555286,completed,pagamento,2023-04-28 04:38:22
608.951.472-11,2738.283877082637,2426.316743376814,311.967133705823,completed,,2023-06-10 21:44:56
732.918.645-73,4606.573033284312,3974.909007768176,631.6640255161365,completed,transferencia,2023-09-02 15:32:38
650.832.147-17,2835.6031236785366,1835.6969327949182,999.9061908836183,completed,pagamento,2023-01-25 10:02:52
624.107.983-22,2817.313763477952,2563.210400039945,254.1033634380071,completed,deposito,2023-03-25 08:26:20
276.390.145-06,21825.175759796246,20797.58853155935,1027.5872282368932,completed,deposito,2023-02-14 09:20:35
613.985.024-05,1097.9379040363424,430.10276829772044,667.835135738622,completed,transferencia,2023-08-02 17:19:52
672.908.451-02,7604.783279611755,6058.110986743397,1546.6722928683573,completed,transferencia,2023-02-02 12:33:42
518.604.237-44,2520.7335700554104,1972.6366286571415,548.0969413982689,completed,deposito,2023-06-27 20:59:21
594.317.602-07,6601.212618782798,6399.796443615933,201.4161751668654,completed,transferencia,2023-06-25 11:47:44
624.973.018-40,3267.2482864912063,2754.5825303634647,512.6657561277414,completed,saque,2023-09-09 04:06:50
269.531.487-64,5266.171386673544,3364.2502822338747,1901.921104439669,completed,,2023-08-22 19:51:39
692.407.351-43,5479.805727155487,3790.6217769280693,1689.1839502274179,completed,pagamento,2023-04-30 18:03:08
370.128.569-12,12102.7404585178,10836.714091315085,1266.026367202714,completed,transferencia,2023-09-04 04:11:18
672.485.039-83,2410.5709023176955,1745.3154636689205,665.2554386487749,completed,saque,2023-09-21 20:04:54
749.810.653-10,4455.496333276575,2584.8246406153694,1870.6716926612055,completed,pagamento,2023-06-24 05:04:52
693.487.152-91,10864.202980606518,6860.477876150011,4003.725104456508,completed,,2023-09-25 20:12:17
864.257.109-85,834.1199020528073,366.2599493487069,467.8599527041004,completed,,2023-06-17 13:28:47
489.612.503-70,24945.2144922635,18801.463099402707,6143.751392860794,completed,pagamento,2023-08-17 02:27:59
632.471.905-70,6773.802277047882,303.69136764812174,6470.11090939976,completed,saque,2023-05-11 20:16:28
063.187.295-77,10630.258835215845,640.8927784881034,9989.366056727742,completed,saque,2023-05-18 04:47:54
894.735.602-65,5395.819650894218,4811.157226745438,584.662424148781,completed,,2023-02-17 08:37:41
916.082.743-22,3735.5875016456653,1931.6309545806153,1803.95654706505,completed,,2023-02-21 16:35:58
463.279.501-16,6260.947732854192,4797.79269135627,1463.1550414979217,completed,saque,2023-10-17 04:41:34
762.531.904-07,5943.43114325096,4525.50854330631,1417.9225999446508,completed,saque,2023-01-11 06:01:20
513.427.069-43,1402.387886743147,574.3865613273454,828.0013254158016,completed,saque,2023-02-09 19:47:32
507.941.236-43,4088.1820488497187,3392.4258486638755,695.756200185843,completed,deposito,2023-07-18 05:46:25
916.082.743-22,5637.24100540972,5122.65283169536,514.5881737143598,completed,deposito,2023-09-10 22:17:09
310.265.479-70,7518.832347478974,6378.976782604606,1139.855564874368,completed,pagamento,2023-07-16 00:06:55
326.914.850-05,2331.6409873864636,1051.4527577504036,1280.18822963606,completed,,2023-02-21 20:34:28
836.021.479-40,3743.4090487925405,3704.269211404851,39.13983738768975,completed,pagamento,2023-06-01 21:57:51
253.814.690-98,4535.476008616425,4526.403554982376,9.072453634049749,completed,pagamento,2023-02-26 16:29:47
082.461.397-03,2893.520291690417,1178.8345730990357,1714.6857185913811,completed,transferencia,2023-04-02 19:26:08
672.485.039-83,1444.3570973406445,1126.3646137239093,317.9924836167353,completed,saque,2023-06-03 22:39:40
749.810.653-10,3727.7333800598735,1915.6124060526927,1812.1209740071808,completed,deposito,2023-07-26 01:34:21
561.723.840-07,7625.569241551149,3715.8506467100615,3909.718594841088,completed,pagamento,2023-10-10 18:20:13
810.647.295-76,7411.2125416825365,7323.350368132904,87.86217354963244,completed,saque,2023-07-10 01:42:10
045.193.862-33,4274.690532206009,4212.013072217291,62.67745998871858,completed,,2023-09-12 12:47:36
836.021.479-40,3694.7837336974403,3275.510962095991,419.27277160144945,completed,deposito,2023-03-12 11:30:38
167.928.540-85,14997.28605105039,9684.474444408908,5312.811606641483,completed,,2023-03-20 19:17:16
679.058.132-40,3729.22437621895,3632.440010291447,96.78436592750296,completed,transferencia,2023-08-01 06:13:56
235.081.467-07,7532.682755518241,7166.90267148326,365.7800840349814,completed,deposito,2023-06-10 01:15:04
907.168.235-86,6726.921999318728,6021.583544870143,705.338454448585,completed,,2023-08-02 23:31:44
907.861.534-66,7578.150910433439,7538.318453578423,39.832456855016176,completed,pagamento,2023-06-18 06:10:51
864.539.210-06,4704.014512836332,2953.0454389412316,1750.9690738951006,completed,pagamento,2023-05-09 18:41:23
126.035.849-60,1767.6738886526498,883.7175535661256,883.9563350865242,completed,pagamento,2023-08-15 14:01:59
235.081.467-07,7931.923799332299,6070.688477576237,1861.235321756061,completed,pagamento,2023-04-05 10:16:34
864.257.109-85,4843.373182944136,4790.160416207987,53.212766736149604,completed,saque,2023-01-09 05:37:04
326.914.850-05,2662.5921997273617,1449.483152421236,1213.1090473061258,completed,saque,2023-04-06 00:27:16
926.847.103-50,2642.9599716061743,672.1991644052457,1970.7608072009286,completed,saque,2023-05-18 12:55:16
926.847.103-50,2091.119814714803,1088.2888183292896,1002.8309963855133,completed,,2023-05-16 00:22:28
345.170.826-44,7846.89834592274,7604.809205047338,242.08914087540234,completed,deposito,2023-06-21 17:45:40
674.930.185-10,9543.898931796568,7347.753988716504,2196.144943080064,completed,,2023-04-16 08:46:01
743.682.059-10,1143.10955302058,230.04961996260226,913.0599330579778,completed,pagamento,2023-02-12 18:52:46
786.054.219-67,24268.934099553608,19301.360167981366,4967.57393157224,completed,transferencia,2023-08-31 08:02:54
063.415.278-53,11264.901620818058,10216.877028013992,1048.0245928040663,completed,saque,2023-02-10 03:15:16
278.496.153-28,8834.02307181767,8834.02307181767,9871.111637572852,denied,deposito,2023-10-06 05:37:13
394.681.075-66,5692.514548970794,4764.988090776336,927.5264581944571,completed,pagamento,2023-07-29 17:45:59
908.436.512-70,2515.5139406419316,2421.558593216299,93.95534742563285,completed,pagamento,2023-06-16 17:17:09
534.167.829-09,834.4365203941134,669.8379497881958,164.5985706059176,completed,saque,2023-10-27 23:24:04
608.354.712-17,2616.4470629258662,1807.2469242239822,809.200138701884,completed,pagamento,2023-05-28 03:31:33
697.028.451-49,3064.612409323147,2709.6022529791544,355.0101563439926,completed,saque,2023-08-24 11:22:22
692.407.351-43,4231.795561221086,3061.2978008420005,1170.497760379086,completed,pagamento,2023-03-09 08:18:42
859.301.742-88,6372.166709145505,4807.778436798583,1564.3882723469217,completed,,2023-01-18 20:47:34
874.123.906-78,3416.1649228281185,3416.1649228281185,4893.02487907204,denied,pagamento,2023-07-30 01:04:07
632.471.905-70,12064.977101115419,12044.091360176551,20.885740938868203,completed,deposito,2023-09-13 02:13:30
436.952.178-55,1014.8828948757998,488.30286584365706,526.5800290321428,completed,,2023-03-03 03:44:38
104.275.836-08,6692.407350895882,5068.846383238808,1623.560967657074,completed,pagamento,2023-01-05 08:02:53
836.021.479-40,2438.8242641781885,2222.6198613611173,216.2044028170711,completed,saque,2023-09-22 12:32:26
104.275.836-08,2805.318883920814,2458.6274927314553,346.6913911893588,completed,,2023-07-26 11:25:30
359.071.862-59,3755.4815875740615,2776.530979614348,978.9506079597136,completed,transferencia,2023-01-01 14:07:32
547.368.201-44,4400.674628148653,4400.674628148653,7889.379068540507,denied,deposito,2023-04-20 21:31:24
964.170.238-69,19670.114839259855,16604.96447547549,3065.150363784365,completed,saque,2023-03-02 07:30:01
915.632.408-15,984.613498188496,157.385971878085,827.227526310411,completed,transferencia,2023-06-01 09:07:41
290.541.876-11,13735.291133025094,9969.139310203942,3766.1518228211517,completed,pagamento,2023-10-20 16:08:32
037.916.548-10,811.0894642694436,787.6201448702044,23.46931939923918,completed,,2023-10-05 06:40:25
670.493.852-47,17685.28676525943,12763.420777055158,4921.86598820427,completed,saque,2023-06-29 05:15:48
716.829.543-82,3951.25634707708,2952.4314521128435,998.8248949642368,completed,,2023-02-17 16:52:24
926.847.103-50,3368.357248832541,2822.988162676971,545.3690861555698,completed,deposito,2023-01-20 12:51:54
279.431.085-23,681.2018591475456,538.1825817662846,143.01927738126105,completed,,2023-07-10 02:18:10
067.314.952-80,4366.970126680144,3259.1035038352766,1107.8666228448676,completed,deposito,2023-06-03 17:20:26
091.345.782-50,2347.8405044420024,1967.1916674214526,380.6488370205498,completed,pagamento,2023-07-10 13:18:40
375.296.408-10,7075.056289039902,6629.249569006139,445.8067200337634,completed,pagamento,2023-07-26 10:23:47
513.427.069-43,4948.938242401163,4862.010914917197,86.9273274839665,completed,saque,2023-03-21 04:07:48
067.314.952-80,7804.32757960449,6772.414749175142,1031.912830429348,completed,saque,2023-03-05 16:29:24
701.534.968-00,5484.532387017021,5484.532387017021,9963.339346932107,denied,saque,2023-02-20 17:46:27
029.457.361-52,6642.178669555088,6016.223438706888,625.9552308482,completed,pagamento,2023-04-20 02:53:43
037.296.581-40,3073.5715534538767,2981.519430710451,92.05212274342546,completed,,2023-05-06 00:15:52
396.270.415-99,3212.939776818905,3083.7383414914593,129.2014353274458,completed,pagamento,2023-02-21 10:29:26
345.170.826-44,5859.658728902403,5093.159464438009,766.4992644643938,completed,transferencia,2023-02-11 06:04:35
253.814.690-98,4989.513909730495,4808.01272627545,181.5011834550444,completed,saque,2023-04-05 20:07:14
864.539.210-06,2301.3493869035847,2220.786417007055,80.56296989652967,completed,deposito,2023-05-03 08:42:26
127.603.849-69,4532.049502059579,3928.593737451154,603.4557646084249,completed,deposito,2023-03-19 03:48:24
037.296.581-40,1141.9226586617076,920.0128808904689,221.90977777123877,completed,saque,2023-05-29 05:36:36
364.718.590-66,3819.229773795202,3547.5333253819954,271.69644841320684,completed,transferencia,2023-01-02 11:57:24
326.914.850-05,3250.4346419706844,2703.3931345322762,547.0415074384081,completed,pagamento,2023-07-15 20:07:56
853.490.261-51,5145.178761600254,1480.006231460131,3665.172530140123,completed,pagamento,2023-03-17 03:27:45
672.485.039-83,3377.432577238671,2859.993063357203,517.4395138814677,completed,deposito,2023-01-12 10:14:09
049.786.531-93,3512.1678847598446,2968.465124686798,543.7027600730464,completed,pagamento,2023-08-09 09:28:17
279.431.085-23,2536.4311585650544,2322.285723874178,214.14543469087613,completed,,2023-06-16 17:29:01
840.367.295-00,1896.296200163447,1083.0569787283807,813.2392214350665,completed,deposito,2023-05-18 17:55:12
832.619.705-02,327.37460260387036,327.37460260387036,558.2038229938455,denied,saque,2023-01-14 10:08:22
142.387.905-88,3310.6024593683005,1377.3761069857076,1933.226352382593,completed,saque,2023-07-03 04:18:29
279.431.085-23,3297.7580108635125,2856.082163882911,441.6758469806016,completed,pagamento,2023-04-17 17:05:40
280.456.931-42,13934.674192538308,8140.615232919031,5794.058959619278,completed,saque,2023-03-10 09:23:25
916.082.743-22,6011.57798343982,5046.609646457033,964.9683369827875,completed,deposito,2023-04-21 21:16:12
870.459.362-65,4654.8601191912785,4058.1464396590573,596.7136795322211,completed,pagamento,2023-01-25 05:49:46
397.428.615-28,2982.2889552786473,1900.1389061417472,1082.1500491369002,completed,,2023-01-17 04:20:36
786.054.219-67,12047.032517189115,5315.210984728684,6731.821532460431,completed,saque,2023-08-03 21:05:53
289.310.574-23,6224.339321028321,5849.946892060233,374.39242896808827,completed,pagamento,2023-06-06 00:13:59
561.723.840-07,12319.846365306854,6086.624155257946,6233.222210048908,completed,transferencia,2023-07-10 02:54:27
482.731.905-79,2109.096086935059,1809.3277262620768,299.7683606729821,completed,transferencia,2023-10-08 02:01:07
594.317.602-07,4766.274931454338,4543.956398016795,222.3185334375428,completed,transferencia,2023-05-01 16:08:44
174.306.298-22,1620.3583545805734,759.017791120509,861.3405634600645,completed,pagamento,2023-05-23 23:13:02
489.612.503-70,15560.280325928317,9932.279457251885,5628.000868676432,completed,pagamento,2023-01-02 23:04:02
037.916.548-10,3640.202610054132,3610.0028694646526,30.199740589479383,completed,transferencia,2023-05-13 01:54:43
560.489.127-49,3689.0893045004545,3441.009370590766,248.07993390968852,completed,pagamento,2023-01-22 19:43:24
907.861.534-66,2325.488293297301,1561.9711459641533,763.5171473331477,completed,deposito,2023-10-04 02:21:18
149.735.280-05,22144.015764792122,21171.286486530014,972.7292782621098,completed,deposito,2023-03-24 10:32:40
832.619.705-02,3553.340230683538,3507.8924827938627,45.44774788967521,completed,saque,2023-07-18 19:14:22
624.973.018-40,5046.642946778567,4406.651021372539,639.9919254060285,completed,saque,2023-09-28 11:31:39
594.317.602-07,7613.3718201821375,7561.1212740806,52.2505461015374,completed,,2023-04-27 21:33:47
514.720.693-07,13477.447235058724,5345.396824613506,8132.0504104452175,completed,deposito,2023-09-26 07:02:58
015.698.234-05,2235.7678044963336,1710.1864360889567,525.581368407377,completed,transferencia,2023-08-12 11:36:14
026.517.948-30,3385.8799253068246,3261.422092965514,124.45783234131086,completed,transferencia,2023-01-11 11:24:31
967.205.438-65,915.0856145547581,908.1330689265525,6.952545628205556,completed,deposito,2023-07-05 03:43:12
127.603.849-69,5863.785274490112,4556.547855787328,1307.237418702784,completed,saque,2023-01-29 15:58:52
593.728.601-40,3541.103819036847,3121.101623584167,420.00219545268027,completed,deposito,2023-02-11 19:59:14
836.021.479-40,1916.398254061816,1688.3713147140606,228.02693934775542,completed,saque,2023-10-18 18:24:46
832.619.705-02,1859.6407725019662,1589.71875848652,269.9220140154462,completed,pagamento,2023-08-04 20:07:46
304.815.629-15,5911.844256287199,4256.723878456061,1655.1203778311378,completed,transferencia,2023-02-17 00:58:36
270.683.154-53,4421.982969389823,1453.1410016014634,2968.8419677883594,completed,saque,2023-04-12 09:37:27
960.347.825-38,2084.0137475465954,1575.5734492053418,508.4402983412536,completed,transferencia,2023-03-28 01:25:09
280.456.931-42,7206.415675210839,5899.490595680691,1306.9250795301484,completed,deposito,2023-08-08 11:55:58
024.895.317-60,2692.2317149003247,914.1645036701502,1778.0672112301745,completed,pagamento,2023-06-24 13:27:08
106.248.597-11,9716.332481267233,6976.732414683169,2739.6000665840634,completed,pagamento,2023-08-26 04:12:59
450.678.213-53,1841.0883325647683,997.4134511701033,843.674881394665,completed,saque,2023-02-17 18:15:15
864.539.210-06,4152.128361804598,3271.255574858077,880.872786946521,completed,deposito,2023-04-07 10:32:44
967.205.438-65,2184.8175411396287,1886.1003825989985,298.7171585406301,completed,transferencia,2023-05-25 10:12:54
856.473.092-83,24257.855040581464,22300.882248236132,1956.972792345331,completed,,2023-07-01 06:26:10
367.589.042-29,9969.932710519986,8455.491837433343,1514.440873086644,completed,saque,2023-06-18 21:57:45
345.170.826-44,3389.562686417943,1981.3593826861177,1408.2033037318254,completed,saque,2023-02-25 23:28:04
430.689.752-47,11747.002094847358,6540.987479194995,5206.014615652362,completed,saque,2023-10-14 21:38:56
063.415.278-53,21890.08177639363,20361.316161761828,1528.7656146317988,completed,,2023-03-30 20:36:48
234.107.698-03,4712.040996290659,4472.898437577516,239.14255871314225,completed,,2023-06-10 10:21:32
840.762.391-13,4800.16918793725,4208.650276612276,591.518911324974,completed,pagamento,2023-04-08 04:11:45
037.296.581-40,2748.197304055524,2068.9033586146193,679.2939454409048,completed,,2023-06-12 05:06:21
810.647.295-76,4949.004504772669,4914.228925666025,34.775579106643576,completed,transferencia,2023-05-01 10:59:52
907.168.235-86,6049.293538274128,4233.695877113848,1815.5976611602798,completed,saque,2023-07-07 09:12:22
305.289.167-77,3743.27999160722,1982.5647142261964,1760.7152773810235,completed,pagamento,2023-09-20 17:33:31
470.983.261-78,5169.0088367934995,4840.823391550257,328.1854452432424,completed,saque,2023-07-18 01:21:55
825.406.793-74,7644.912230029241,6512.928519503658,1131.9837105255829,completed,,2023-02-27 21:32:30
921.083.675-86,8133.4641310983825,4016.7836535866345,4116.680477511748,completed,deposito,2023-10-27 18:07:44
478.620.935-00,4777.209639870806,3768.9049078954213,1008.3047319753852,completed,,2023-03-19 06:53:46
874.123.906-78,9023.441832939083,5100.994888613716,3922.4469443253665,completed,pagamento,2023-03-10 01:12:34
689.521.704-58,14801.35612762968,10954.384596003105,3846.9715316265756,completed,saque,2023-09-23 06:03:48
037.916.548-10,4546.319143033185,4151.546474753444,394.77266827974154,completed,deposito,2023-08-01 09:27:43
536.712.840-80,2940.7840492501114,2928.1768812675964,12.6071679825149,completed,,2023-07-12 06:03:08
534.167.829-09,240.93998805029236,240.93998805029236,621.9576058658653,denied,saque,2023-01-11 00:43:16
104.275.836-08,6794.350351070494,5857.438329094808,936.9120219756858,completed,transferencia,2023-05-04 07:10:53
693.487.152-91,18980.808131740963,16390.50392232958,2590.3042094113835,completed,pagamento,2023-02-05 00:26:59
518.604.237-44,454.2384207741139,454.2384207741139,524.4608465778015,denied,,2023-05-16 10:19:24
367.589.042-29,5416.075635492817,2237.761483263887,3178.31415222893,completed,transferencia,2023-08-17 05:22:00
729.354.801-04,757.891700506548,78.64990329733848,679.2417972092095,completed,,2023-10-19 03:45:16
396.270.415-99,4413.17744162205,4144.044221659099,269.1332199629504,completed,pagamento,2023-02-26 18:47:22
507.941.236-43,145.780704978323,145.780704978323,991.1557245581882,denied,saque,2023-03-07 16:10:16
160.837.294-40,3425.2463215155676,1788.8499570335157,1636.396364482052,completed,transferencia,2023-08-19 02:53:26
693.184.275-73,17567.564236618633,16841.251774087854,726.3124625307785,completed,pagamento,2023-06-23 11:28:51
894.735.602-65,7675.628569771417,6187.05775159711,1488.5708181743064,completed,deposito,2023-08-29 00:52:02
328.159.046-24,23171.650231516614,15299.29899775008,7872.351233766534,completed,transferencia,2023-02-25 05:48:14
683.451.279-91,11007.319177316202,7103.402221779634,3903.9169555365675,completed,pagamento,2023-06-18 14:35:19
183.452.907-79,4359.683544527359,3192.288543620311,1167.3950009070481,completed,transferencia,2023-05-19 08:59:44
650.832.147-17,3640.575917739548,1646.1918084367765,1994.3841093027715,completed,transferencia,2023-04-12 13:50:58
608.354.712-17,3923.3880398346782,3085.967121622985,837.4209182116934,completed,,2023-07-21 16:56:19
160.837.294-40,4436.927378714,4101.808248793657,335.11912992034274,completed,saque,2023-02-25 16:42:19
679.058.132-40,3538.0284184291368,3378.685559522216,159.342858906921,completed,deposito,2023-03-28 11:54:35
964.170.238-69,20473.1322224772,19571.853205013726,901.2790174634766,completed,transferencia,2023-01-19 19:11:16
026.517.948-30,1683.512969314575,877.2572148294059,806.2557544851691,completed,,2023-07-02 05:21:14
287.453.160-07,2037.446447585386,1847.6952156862374,189.7512318991487,completed,deposito,2023-03-03 11:30:48
825.406.793-74,3406.52943382623,2740.4098452696962,666.1195885565339,completed,deposito,2023-08-07 08:43:58
671.843.209-13,13157.995775416714,10737.77028827302,2420.225487143695,completed,transferencia,2023-10-17 10:01:15
304.815.629-15,7077.71179574582,6206.46897524578,871.242820500041,completed,,2023-09-07 23:52:07
489.612.503-70,15234.748081327689,7794.495543539341,7440.252537788348,completed,saque,2023-09-30 10:30:04
749.810.653-10,5504.661045483928,5213.367732365686,291.29331311824296,completed,transferencia,2023-08-20 00:28:55
912.405.683-98,8050.381794510043,7791.947507812896,258.43428669714615,completed,transferencia,2023-10-02 10:19:23
397.428.615-28,6779.171934664075,4861.231379520198,1917.940555143877,completed,pagamento,2023-05-04 02:26:46
501.946.387-66,13272.364259595664,12669.656855117999,602.7074044776646,completed,,2023-08-19 23:17:59
